,chr,start,end,saf,gene_name,SAF_stratified_label
18749,chr9,10800000,11000000,0.0365,,Low_SAF
18753,chr9,11000000,11200000,0.0425,,Low_SAF
18754,chr9,11000000,11200000,0.0425,,Low_SAF
18755,chr9,11000000,11200000,0.0425,,Low_SAF
18759,chr9,11200000,11400000,0.037,,Low_SAF
18760,chr9,11200000,11400000,0.037,,Low_SAF
18761,chr9,11200000,11400000,0.037,,Low_SAF
18765,chr9,11400000,11600000,0.0375,,Low_SAF
18766,chr9,11400000,11600000,0.0375,,Low_SAF
18767,chr9,11400000,11600000,0.0375,,Low_SAF
18771,chr9,11600000,11800000,0.032,,Low_SAF
18772,chr9,11600000,11800000,0.032,,Low_SAF
18773,chr9,11600000,11800000,0.032,,Low_SAF
18777,chr9,11800000,12000000,0.038,,Low_SAF
18778,chr9,11800000,12000000,0.038,,Low_SAF
18779,chr9,11800000,12000000,0.038,,Low_SAF
18783,chr9,12000000,12200000,0.0415,,Low_SAF
18784,chr9,12000000,12200000,0.0415,,Low_SAF
18785,chr9,12000000,12200000,0.0415,,Low_SAF
18789,chr9,12400000,12600000,0.0345,,Low_SAF
18790,chr9,12400000,12600000,0.0345,,Low_SAF
18791,chr9,12400000,12600000,0.0345,,Low_SAF
18795,chr9,13200000,13400000,0.042,,Low_SAF
18796,chr9,13200000,13400000,0.042,,Low_SAF
18797,chr9,13200000,13400000,0.042,,Low_SAF
18801,chr9,13600000,13800000,0.038,,Low_SAF
18802,chr9,13600000,13800000,0.038,,Low_SAF
18803,chr9,13600000,13800000,0.038,,Low_SAF
18807,chr9,13800000,14000000,0.0385,,Low_SAF
18808,chr9,13800000,14000000,0.0385,,Low_SAF
18809,chr9,13800000,14000000,0.0385,,Low_SAF
18813,chr9,14200000,14400000,0.0465,,Medium_SAF
18814,chr9,14200000,14400000,0.0465,,Medium_SAF
18815,chr9,14200000,14400000,0.0465,,Medium_SAF
18819,chr9,14400000,14600000,0.029,,Low_SAF
18820,chr9,14400000,14600000,0.029,,Low_SAF
18821,chr9,14400000,14600000,0.029,,Low_SAF
18825,chr9,15000000,15200000,0.043,,Low_SAF
18826,chr9,15000000,15200000,0.043,,Low_SAF
18827,chr9,15000000,15200000,0.043,,Low_SAF
18831,chr9,15600000,15800000,0.076,,Medium_SAF
18832,chr9,15600000,15800000,0.076,,Medium_SAF
18833,chr9,15600000,15800000,0.076,,Medium_SAF
18837,chr9,15800000,16000000,0.1125,,Medium_SAF
18838,chr9,15800000,16000000,0.1125,,Medium_SAF
18839,chr9,15800000,16000000,0.1125,,Medium_SAF
18843,chr9,16000000,16200000,0.143,,Medium_SAF
18844,chr9,16000000,16200000,0.143,,Medium_SAF
18845,chr9,16000000,16200000,0.143,,Medium_SAF
18849,chr9,16200000,16400000,0.1705,,Medium_SAF
18850,chr9,16200000,16400000,0.1705,,Medium_SAF
18851,chr9,16200000,16400000,0.1705,,Medium_SAF
18855,chr9,16800000,17000000,0.133,,Medium_SAF
18856,chr9,16800000,17000000,0.133,,Medium_SAF
18857,chr9,16800000,17000000,0.133,,Medium_SAF
18861,chr9,17200000,17400000,0.0845,,Medium_SAF
18862,chr9,17200000,17400000,0.0845,,Medium_SAF
18863,chr9,17200000,17400000,0.0845,,Medium_SAF
18867,chr9,17600000,17800000,0.041,,Low_SAF
18868,chr9,17600000,17800000,0.041,,Low_SAF
18869,chr9,17600000,17800000,0.041,,Low_SAF
18873,chr9,18000000,18200000,0.04,,Low_SAF
18874,chr9,18000000,18200000,0.04,,Low_SAF
18875,chr9,18000000,18200000,0.04,,Low_SAF
18879,chr9,18200000,18400000,0.062,,Medium_SAF
18880,chr9,18200000,18400000,0.062,,Medium_SAF
18881,chr9,18200000,18400000,0.062,,Medium_SAF
18885,chr9,18400000,18600000,0.0965,,Medium_SAF
18886,chr9,18400000,18600000,0.0965,,Medium_SAF
18887,chr9,18400000,18600000,0.0965,,Medium_SAF
18891,chr9,18600000,18800000,0.1025,,Medium_SAF
18892,chr9,18600000,18800000,0.1025,,Medium_SAF
18893,chr9,18600000,18800000,0.1025,,Medium_SAF
18900,chr9,18800000,19000000,0.087,,Medium_SAF
18901,chr9,18800000,19000000,0.087,,Medium_SAF
18902,chr9,18800000,19000000,0.087,,Medium_SAF
18906,chr9,19600000,19800000,0.04,,Low_SAF
18907,chr9,19600000,19800000,0.04,,Low_SAF
18908,chr9,19600000,19800000,0.04,,Low_SAF
18912,chr9,19800000,20000000,0.0405,,Low_SAF
18913,chr9,19800000,20000000,0.0405,,Low_SAF
18914,chr9,19800000,20000000,0.0405,,Low_SAF
18918,chr9,20000000,20200000,0.04,,Low_SAF
18919,chr9,20000000,20200000,0.04,,Low_SAF
18920,chr9,20000000,20200000,0.04,,Low_SAF
18924,chr9,20400000,20600000,0.068,,Medium_SAF
18925,chr9,20400000,20600000,0.068,,Medium_SAF
18926,chr9,20400000,20600000,0.068,,Medium_SAF
18930,chr9,20800000,21000000,0.0605,,Medium_SAF
18931,chr9,20800000,21000000,0.0605,,Medium_SAF
18932,chr9,20800000,21000000,0.0605,,Medium_SAF
18936,chr9,21600000,21800000,0.1095,,Medium_SAF
18937,chr9,21600000,21800000,0.1095,,Medium_SAF
18938,chr9,21600000,21800000,0.1095,,Medium_SAF
18942,chr9,22200000,22400000,0.045,,Medium_SAF
18943,chr9,22200000,22400000,0.045,,Medium_SAF
18944,chr9,22200000,22400000,0.045,,Medium_SAF
18948,chr9,22800000,23000000,0.0375,,Low_SAF
18949,chr9,22800000,23000000,0.0375,,Low_SAF
18950,chr9,22800000,23000000,0.0375,,Low_SAF
18954,chr9,23000000,23200000,0.044,,Medium_SAF
18955,chr9,23000000,23200000,0.044,,Medium_SAF
18956,chr9,23000000,23200000,0.044,,Medium_SAF
18957,chr9,23000000,23200000,0.044,,Medium_SAF
18958,chr9,23000000,23200000,0.044,,Medium_SAF
18959,chr9,23000000,23200000,0.044,,Medium_SAF
18963,chr9,23200000,23400000,0.032,,Low_SAF
18964,chr9,23200000,23400000,0.032,,Low_SAF
18965,chr9,23200000,23400000,0.032,,Low_SAF
18972,chr9,23400000,23600000,0.031,,Low_SAF
18973,chr9,23400000,23600000,0.031,,Low_SAF
18974,chr9,23400000,23600000,0.031,,Low_SAF
18978,chr9,23800000,24000000,0.035,,Low_SAF
18979,chr9,23800000,24000000,0.035,,Low_SAF
18980,chr9,23800000,24000000,0.035,,Low_SAF
18984,chr9,24000000,24200000,0.038,,Low_SAF
18985,chr9,24000000,24200000,0.038,,Low_SAF
18986,chr9,24000000,24200000,0.038,,Low_SAF
18990,chr9,24200000,24400000,0.0345,,Low_SAF
18991,chr9,24200000,24400000,0.0345,,Low_SAF
18992,chr9,24200000,24400000,0.0345,,Low_SAF
18996,chr9,24600000,24800000,0.035,,Low_SAF
18997,chr9,24600000,24800000,0.035,,Low_SAF
18998,chr9,24600000,24800000,0.035,,Low_SAF
19002,chr9,24800000,25000000,0.037,,Low_SAF
19003,chr9,24800000,25000000,0.037,,Low_SAF
19004,chr9,24800000,25000000,0.037,,Low_SAF
19008,chr9,25000000,25200000,0.035,,Low_SAF
19009,chr9,25000000,25200000,0.035,,Low_SAF
19010,chr9,25000000,25200000,0.035,,Low_SAF
19014,chr9,25200000,25400000,0.037,,Low_SAF
19015,chr9,25200000,25400000,0.037,,Low_SAF
19016,chr9,25200000,25400000,0.037,,Low_SAF
19020,chr9,25400000,25600000,0.0405,,Low_SAF
19021,chr9,25400000,25600000,0.0405,,Low_SAF
19022,chr9,25400000,25600000,0.0405,,Low_SAF
19026,chr9,25800000,26000000,0.0415,,Low_SAF
19027,chr9,25800000,26000000,0.0415,,Low_SAF
19028,chr9,25800000,26000000,0.0415,,Low_SAF
19032,chr9,26000000,26200000,0.0565,,Medium_SAF
19033,chr9,26000000,26200000,0.0565,,Medium_SAF
19034,chr9,26000000,26200000,0.0565,,Medium_SAF
19038,chr9,26200000,26400000,0.054,,Medium_SAF
19039,chr9,26200000,26400000,0.054,,Medium_SAF
19040,chr9,26200000,26400000,0.054,,Medium_SAF
19044,chr9,26400000,26600000,0.037,,Low_SAF
19045,chr9,26400000,26600000,0.037,,Low_SAF
19046,chr9,26400000,26600000,0.037,,Low_SAF
19053,chr9,26600000,26800000,0.0385,,Low_SAF
19054,chr9,26600000,26800000,0.0385,,Low_SAF
19055,chr9,26600000,26800000,0.0385,,Low_SAF
19059,chr9,27600000,27800000,0.036,,Low_SAF
19060,chr9,27600000,27800000,0.036,,Low_SAF
19061,chr9,27600000,27800000,0.036,,Low_SAF
19065,chr9,27800000,28000000,0.0345,,Low_SAF
19066,chr9,27800000,28000000,0.0345,,Low_SAF
19067,chr9,27800000,28000000,0.0345,,Low_SAF
19071,chr9,28000000,28200000,0.037,,Low_SAF
19072,chr9,28000000,28200000,0.037,,Low_SAF
19073,chr9,28000000,28200000,0.037,,Low_SAF
19077,chr9,28200000,28400000,0.0405,,Low_SAF
19078,chr9,28200000,28400000,0.0405,,Low_SAF
19079,chr9,28200000,28400000,0.0405,,Low_SAF
19083,chr9,28600000,28800000,0.041,,Low_SAF
19084,chr9,28600000,28800000,0.041,,Low_SAF
19085,chr9,28600000,28800000,0.041,,Low_SAF
19089,chr9,28800000,29000000,0.042,,Low_SAF
19090,chr9,28800000,29000000,0.042,,Low_SAF
19091,chr9,28800000,29000000,0.042,,Low_SAF
19095,chr9,29000000,29200000,0.051,,Medium_SAF
19096,chr9,29000000,29200000,0.051,,Medium_SAF
19097,chr9,29000000,29200000,0.051,,Medium_SAF
19098,chr9,29000000,29200000,0.051,,Medium_SAF
19099,chr9,29000000,29200000,0.051,,Medium_SAF
19100,chr9,29000000,29200000,0.051,,Medium_SAF
19104,chr9,29200000,29400000,0.058,,Medium_SAF
19105,chr9,29200000,29400000,0.058,,Medium_SAF
19106,chr9,29200000,29400000,0.058,,Medium_SAF
19107,chr9,29200000,29400000,0.058,,Medium_SAF
19108,chr9,29200000,29400000,0.058,,Medium_SAF
19109,chr9,29200000,29400000,0.058,,Medium_SAF
19113,chr9,29400000,29600000,0.069,,Medium_SAF
19114,chr9,29400000,29600000,0.069,,Medium_SAF
19115,chr9,29400000,29600000,0.069,,Medium_SAF
19119,chr9,29600000,29800000,0.0665,,Medium_SAF
19120,chr9,29600000,29800000,0.0665,,Medium_SAF
19121,chr9,29600000,29800000,0.0665,,Medium_SAF
19125,chr9,29800000,30000000,0.0735,,Medium_SAF
19126,chr9,29800000,30000000,0.0735,,Medium_SAF
19127,chr9,29800000,30000000,0.0735,,Medium_SAF
19131,chr9,30000000,30200000,0.053,,Medium_SAF
19132,chr9,30000000,30200000,0.053,,Medium_SAF
19133,chr9,30000000,30200000,0.053,,Medium_SAF
19137,chr9,30200000,30400000,0.0415,,Low_SAF
19138,chr9,30200000,30400000,0.0415,,Low_SAF
19139,chr9,30200000,30400000,0.0415,,Low_SAF
19143,chr9,31000000,31200000,0.0465,,Medium_SAF
19144,chr9,31000000,31200000,0.0465,,Medium_SAF
19145,chr9,31000000,31200000,0.0465,,Medium_SAF
19149,chr9,31200000,31400000,0.052,,Medium_SAF
19150,chr9,31200000,31400000,0.052,,Medium_SAF
19151,chr9,31200000,31400000,0.052,,Medium_SAF
19155,chr9,31600000,31800000,0.0495,,Medium_SAF
19156,chr9,31600000,31800000,0.0495,,Medium_SAF
19157,chr9,31600000,31800000,0.0495,,Medium_SAF
19161,chr9,31800000,32000000,0.0385,,Low_SAF
19162,chr9,31800000,32000000,0.0385,,Low_SAF
19163,chr9,31800000,32000000,0.0385,,Low_SAF
19167,chr9,32000000,32200000,0.055,,Medium_SAF
19168,chr9,32000000,32200000,0.055,,Medium_SAF
19169,chr9,32000000,32200000,0.055,,Medium_SAF
19173,chr9,35200000,35400000,0.473,,High_SAF
19174,chr9,35200000,35400000,0.473,,High_SAF
19175,chr9,35200000,35400000,0.473,,High_SAF
19179,chr9,36600000,36800000,0.4745,,High_SAF
19180,chr9,36600000,36800000,0.4745,,High_SAF
19181,chr9,36600000,36800000,0.4745,,High_SAF
19185,chr9,36800000,37000000,0.36,,High_SAF
19186,chr9,36800000,37000000,0.36,,High_SAF
19187,chr9,36800000,37000000,0.36,,High_SAF
19191,chr9,38800000,39000000,0.0675,,Medium_SAF
19192,chr9,38800000,39000000,0.0675,,Medium_SAF
19193,chr9,38800000,39000000,0.0675,,Medium_SAF
19197,chr9,39000000,39200000,0.0405,,Low_SAF
19198,chr9,39000000,39200000,0.0405,,Low_SAF
19199,chr9,39000000,39200000,0.0405,,Low_SAF
19203,chr9,39400000,39600000,0.0375,,Low_SAF
19204,chr9,39400000,39600000,0.0375,,Low_SAF
19205,chr9,39400000,39600000,0.0375,,Low_SAF
19209,chr9,41400000,41600000,0.045,,Medium_SAF
19210,chr9,41400000,41600000,0.045,,Medium_SAF
19211,chr9,41400000,41600000,0.045,,Medium_SAF
19215,chr9,41600000,41800000,0.0465,,Medium_SAF
19216,chr9,41600000,41800000,0.0465,,Medium_SAF
19217,chr9,41600000,41800000,0.0465,,Medium_SAF
19221,chr9,41800000,42000000,0.0425,,Low_SAF
19222,chr9,41800000,42000000,0.0425,,Low_SAF
19223,chr9,41800000,42000000,0.0425,,Low_SAF
19227,chr9,60400000,60600000,0.053,,Medium_SAF
19228,chr9,60400000,60600000,0.053,,Medium_SAF
19229,chr9,60400000,60600000,0.053,,Medium_SAF
19233,chr9,62600000,62800000,0.056,,Medium_SAF
19234,chr9,62600000,62800000,0.056,,Medium_SAF
19235,chr9,62600000,62800000,0.056,,Medium_SAF
19239,chr9,64400000,64600000,0.0605,,Medium_SAF
19240,chr9,64400000,64600000,0.0605,,Medium_SAF
19241,chr9,64400000,64600000,0.0605,,Medium_SAF
19245,chr9,65000000,65200000,0.057,,Medium_SAF
19246,chr9,65000000,65200000,0.057,,Medium_SAF
19247,chr9,65000000,65200000,0.057,,Medium_SAF
19251,chr9,66000000,66200000,0.06,,Medium_SAF
19252,chr9,66000000,66200000,0.06,,Medium_SAF
19253,chr9,66000000,66200000,0.06,,Medium_SAF
19257,chr9,66600000,66800000,0.061,,Medium_SAF
19258,chr9,66600000,66800000,0.061,,Medium_SAF
19259,chr9,66600000,66800000,0.061,,Medium_SAF
19263,chr9,67000000,67200000,0.058,,Medium_SAF
19264,chr9,67000000,67200000,0.058,,Medium_SAF
19265,chr9,67000000,67200000,0.058,,Medium_SAF
19269,chr9,67400000,67600000,0.0485,,Medium_SAF
19270,chr9,67400000,67600000,0.0485,,Medium_SAF
19271,chr9,67400000,67600000,0.0485,,Medium_SAF
19275,chr9,69400000,69600000,0.0805,,Medium_SAF
19276,chr9,69400000,69600000,0.0805,,Medium_SAF
19277,chr9,69400000,69600000,0.0805,,Medium_SAF
19281,chr9,70600000,70800000,0.0405,,Low_SAF
19282,chr9,70600000,70800000,0.0405,,Low_SAF
19283,chr9,70600000,70800000,0.0405,,Low_SAF
19287,chr9,71000000,71200000,0.03,,Low_SAF
19288,chr9,71000000,71200000,0.03,,Low_SAF
19289,chr9,71000000,71200000,0.03,,Low_SAF
19293,chr9,71200000,71400000,0.041,,Low_SAF
19294,chr9,71200000,71400000,0.041,,Low_SAF
19295,chr9,71200000,71400000,0.041,,Low_SAF
19299,chr9,72600000,72800000,0.0475,,Medium_SAF
19300,chr9,72600000,72800000,0.0475,,Medium_SAF
19301,chr9,72600000,72800000,0.0475,,Medium_SAF
19305,chr9,73400000,73600000,0.032,,Low_SAF
19306,chr9,73400000,73600000,0.032,,Low_SAF
19307,chr9,73400000,73600000,0.032,,Low_SAF
19311,chr9,73600000,73800000,0.023,,Low_SAF
19312,chr9,73600000,73800000,0.023,,Low_SAF
19313,chr9,73600000,73800000,0.023,,Low_SAF
19317,chr9,73800000,74000000,0.031,,Low_SAF
19318,chr9,73800000,74000000,0.031,,Low_SAF
19319,chr9,73800000,74000000,0.031,,Low_SAF
19323,chr9,74000000,74200000,0.0295,,Low_SAF
19324,chr9,74000000,74200000,0.0295,,Low_SAF
19325,chr9,74000000,74200000,0.0295,,Low_SAF
19329,chr9,74200000,74400000,0.0275,,Low_SAF
19330,chr9,74200000,74400000,0.0275,,Low_SAF
19331,chr9,74200000,74400000,0.0275,,Low_SAF
19335,chr9,74600000,74800000,0.027,,Low_SAF
19336,chr9,74600000,74800000,0.027,,Low_SAF
19337,chr9,74600000,74800000,0.027,,Low_SAF
19341,chr9,75200000,75400000,0.021,,Low_SAF
19342,chr9,75200000,75400000,0.021,,Low_SAF
19343,chr9,75200000,75400000,0.021,,Low_SAF
19347,chr9,75400000,75600000,0.0255,,Low_SAF
19348,chr9,75400000,75600000,0.0255,,Low_SAF
19349,chr9,75400000,75600000,0.0255,,Low_SAF
19353,chr9,75600000,75800000,0.0255,,Low_SAF
19354,chr9,75600000,75800000,0.0255,,Low_SAF
19355,chr9,75600000,75800000,0.0255,,Low_SAF
19359,chr9,76000000,76200000,0.028,,Low_SAF
19360,chr9,76000000,76200000,0.028,,Low_SAF
19361,chr9,76000000,76200000,0.028,,Low_SAF
19365,chr9,76800000,77000000,0.0375,,Low_SAF
19366,chr9,76800000,77000000,0.0375,,Low_SAF
19367,chr9,76800000,77000000,0.0375,,Low_SAF
19371,chr9,77200000,77400000,0.0755,,Medium_SAF
19372,chr9,77200000,77400000,0.0755,,Medium_SAF
19373,chr9,77200000,77400000,0.0755,,Medium_SAF
19377,chr9,77600000,77800000,0.09,,Medium_SAF
19378,chr9,77600000,77800000,0.09,,Medium_SAF
19379,chr9,77600000,77800000,0.09,,Medium_SAF
19383,chr9,78000000,78200000,0.0905,,Medium_SAF
19384,chr9,78000000,78200000,0.0905,,Medium_SAF
19385,chr9,78000000,78200000,0.0905,,Medium_SAF
19389,chr9,78400000,78600000,0.1,,Medium_SAF
19390,chr9,78400000,78600000,0.1,,Medium_SAF
19391,chr9,78400000,78600000,0.1,,Medium_SAF
19395,chr9,78600000,78800000,0.1045,,Medium_SAF
19396,chr9,78600000,78800000,0.1045,,Medium_SAF
19397,chr9,78600000,78800000,0.1045,,Medium_SAF
19401,chr9,78800000,79000000,0.116,,Medium_SAF
19402,chr9,78800000,79000000,0.116,,Medium_SAF
19403,chr9,78800000,79000000,0.116,,Medium_SAF
19407,chr9,79000000,79200000,0.1,,Medium_SAF
19408,chr9,79000000,79200000,0.1,,Medium_SAF
19409,chr9,79000000,79200000,0.1,,Medium_SAF
19413,chr9,79600000,79800000,0.0575,,Medium_SAF
19414,chr9,79600000,79800000,0.0575,,Medium_SAF
19415,chr9,79600000,79800000,0.0575,,Medium_SAF
19419,chr9,79800000,80000000,0.039,,Low_SAF
19420,chr9,79800000,80000000,0.039,,Low_SAF
19421,chr9,79800000,80000000,0.039,,Low_SAF
19422,chr9,79800000,80000000,0.039,,Low_SAF
19423,chr9,79800000,80000000,0.039,,Low_SAF
19424,chr9,79800000,80000000,0.039,,Low_SAF
19428,chr9,80000000,80200000,0.034,,Low_SAF
19429,chr9,80000000,80200000,0.034,,Low_SAF
19430,chr9,80000000,80200000,0.034,,Low_SAF
19434,chr9,80200000,80400000,0.041,,Low_SAF
19435,chr9,80200000,80400000,0.041,,Low_SAF
19436,chr9,80200000,80400000,0.041,,Low_SAF
19440,chr9,80400000,80600000,0.034,,Low_SAF
19441,chr9,80400000,80600000,0.034,,Low_SAF
19442,chr9,80400000,80600000,0.034,,Low_SAF
19446,chr9,80600000,80800000,0.0375,,Low_SAF
19447,chr9,80600000,80800000,0.0375,,Low_SAF
19448,chr9,80600000,80800000,0.0375,,Low_SAF
19452,chr9,80800000,81000000,0.037,,Low_SAF
19453,chr9,80800000,81000000,0.037,,Low_SAF
19454,chr9,80800000,81000000,0.037,,Low_SAF
19458,chr9,81000000,81200000,0.0325,,Low_SAF
19459,chr9,81000000,81200000,0.0325,,Low_SAF
19460,chr9,81000000,81200000,0.0325,,Low_SAF
19464,chr9,81200000,81400000,0.0315,,Low_SAF
19465,chr9,81200000,81400000,0.0315,,Low_SAF
19466,chr9,81200000,81400000,0.0315,,Low_SAF
19470,chr9,81400000,81600000,0.045,,Medium_SAF
19471,chr9,81400000,81600000,0.045,,Medium_SAF
19472,chr9,81400000,81600000,0.045,,Medium_SAF
19476,chr9,82000000,82200000,0.049,,Medium_SAF
19477,chr9,82000000,82200000,0.049,,Medium_SAF
19478,chr9,82000000,82200000,0.049,,Medium_SAF
19482,chr9,82200000,82400000,0.043,,Low_SAF
19483,chr9,82200000,82400000,0.043,,Low_SAF
19484,chr9,82200000,82400000,0.043,,Low_SAF
19488,chr9,82400000,82600000,0.042,,Low_SAF
19489,chr9,82400000,82600000,0.042,,Low_SAF
19490,chr9,82400000,82600000,0.042,,Low_SAF
19491,chr9,82400000,82600000,0.042,,Low_SAF
19492,chr9,82400000,82600000,0.042,,Low_SAF
19493,chr9,82400000,82600000,0.042,,Low_SAF
19497,chr9,82600000,82800000,0.0355,,Low_SAF
19498,chr9,82600000,82800000,0.0355,,Low_SAF
19499,chr9,82600000,82800000,0.0355,,Low_SAF
19503,chr9,82800000,83000000,0.0355,,Low_SAF
19504,chr9,82800000,83000000,0.0355,,Low_SAF
19505,chr9,82800000,83000000,0.0355,,Low_SAF
19509,chr9,84000000,84200000,0.053,,Medium_SAF
19510,chr9,84000000,84200000,0.053,,Medium_SAF
19511,chr9,84000000,84200000,0.053,,Medium_SAF
19515,chr9,84400000,84600000,0.0255,,Low_SAF
19516,chr9,84400000,84600000,0.0255,,Low_SAF
19517,chr9,84400000,84600000,0.0255,,Low_SAF
19521,chr9,84800000,85000000,0.028,,Low_SAF
19522,chr9,84800000,85000000,0.028,,Low_SAF
19523,chr9,84800000,85000000,0.028,,Low_SAF
19527,chr9,85000000,85200000,0.0305,,Low_SAF
19528,chr9,85000000,85200000,0.0305,,Low_SAF
19529,chr9,85000000,85200000,0.0305,,Low_SAF
19533,chr9,85200000,85400000,0.025,,Low_SAF
19534,chr9,85200000,85400000,0.025,,Low_SAF
19535,chr9,85200000,85400000,0.025,,Low_SAF
19539,chr9,85400000,85600000,0.028,,Low_SAF
19540,chr9,85400000,85600000,0.028,,Low_SAF
19541,chr9,85400000,85600000,0.028,,Low_SAF
19545,chr9,86600000,86800000,0.069,,Medium_SAF
19546,chr9,86600000,86800000,0.069,,Medium_SAF
19547,chr9,86600000,86800000,0.069,,Medium_SAF
19551,chr9,87200000,87400000,0.062,,Medium_SAF
19552,chr9,87200000,87400000,0.062,,Medium_SAF
19553,chr9,87200000,87400000,0.062,,Medium_SAF
19557,chr9,88600000,88800000,0.094,,Medium_SAF
19558,chr9,88600000,88800000,0.094,,Medium_SAF
19559,chr9,88600000,88800000,0.094,,Medium_SAF
19563,chr9,89800000,90000000,0.036,,Low_SAF
19564,chr9,89800000,90000000,0.036,,Low_SAF
19565,chr9,89800000,90000000,0.036,,Low_SAF
19569,chr9,90000000,90200000,0.0395,,Low_SAF
19570,chr9,90000000,90200000,0.0395,,Low_SAF
19571,chr9,90000000,90200000,0.0395,,Low_SAF
19575,chr9,90200000,90400000,0.0325,,Low_SAF
19576,chr9,90200000,90400000,0.0325,,Low_SAF
19577,chr9,90200000,90400000,0.0325,,Low_SAF
19581,chr9,91600000,91800000,0.059,,Medium_SAF
19582,chr9,91600000,91800000,0.059,,Medium_SAF
19583,chr9,91600000,91800000,0.059,,Medium_SAF
19587,chr9,93600000,93800000,0.0525,,Medium_SAF
19588,chr9,93600000,93800000,0.0525,,Medium_SAF
19589,chr9,93600000,93800000,0.0525,,Medium_SAF
19593,chr9,94800000,95000000,0.1595,,Medium_SAF
19594,chr9,94800000,95000000,0.1595,,Medium_SAF
19595,chr9,94800000,95000000,0.1595,,Medium_SAF
19599,chr9,95200000,95400000,0.0595,,Medium_SAF
19600,chr9,95200000,95400000,0.0595,,Medium_SAF
19601,chr9,95200000,95400000,0.0595,,Medium_SAF
19605,chr9,95600000,95800000,0.043,,Low_SAF
19606,chr9,95600000,95800000,0.043,,Low_SAF
19607,chr9,95600000,95800000,0.043,,Low_SAF
19611,chr9,98400000,98600000,0.21,,High_SAF
19612,chr9,98400000,98600000,0.21,,High_SAF
19613,chr9,98400000,98600000,0.21,,High_SAF
19617,chr9,99400000,99600000,0.062,,Medium_SAF
19618,chr9,99400000,99600000,0.062,,Medium_SAF
19619,chr9,99400000,99600000,0.062,,Medium_SAF
19623,chr9,99600000,99800000,0.057,,Medium_SAF
19624,chr9,99600000,99800000,0.057,,Medium_SAF
19625,chr9,99600000,99800000,0.057,,Medium_SAF
19629,chr9,100800000,101000000,0.038,,Low_SAF
19630,chr9,100800000,101000000,0.038,,Low_SAF
19631,chr9,100800000,101000000,0.038,,Low_SAF
19635,chr9,101800000,102000000,0.0255,,Low_SAF
19636,chr9,101800000,102000000,0.0255,,Low_SAF
19637,chr9,101800000,102000000,0.0255,,Low_SAF
19641,chr9,102000000,102200000,0.04,,Low_SAF
19642,chr9,102000000,102200000,0.04,,Low_SAF
19643,chr9,102000000,102200000,0.04,,Low_SAF
19647,chr9,102200000,102400000,0.0335,,Low_SAF
19648,chr9,102200000,102400000,0.0335,,Low_SAF
19649,chr9,102200000,102400000,0.0335,,Low_SAF
19653,chr9,102400000,102600000,0.0325,,Low_SAF
19654,chr9,102400000,102600000,0.0325,,Low_SAF
19655,chr9,102400000,102600000,0.0325,,Low_SAF
19659,chr9,102600000,102800000,0.0355,,Low_SAF
19660,chr9,102600000,102800000,0.0355,,Low_SAF
19661,chr9,102600000,102800000,0.0355,,Low_SAF
19665,chr9,103000000,103200000,0.035,,Low_SAF
19666,chr9,103000000,103200000,0.035,,Low_SAF
19667,chr9,103000000,103200000,0.035,,Low_SAF
19671,chr9,103400000,103600000,0.0335,,Low_SAF
19672,chr9,103400000,103600000,0.0335,,Low_SAF
19673,chr9,103400000,103600000,0.0335,,Low_SAF
19677,chr9,103600000,103800000,0.0275,,Low_SAF
19678,chr9,103600000,103800000,0.0275,,Low_SAF
19679,chr9,103600000,103800000,0.0275,,Low_SAF
19683,chr9,103800000,104000000,0.036,,Low_SAF
19684,chr9,103800000,104000000,0.036,,Low_SAF
19685,chr9,103800000,104000000,0.036,,Low_SAF
19689,chr9,104200000,104400000,0.031,,Low_SAF
19690,chr9,104200000,104400000,0.031,,Low_SAF
19691,chr9,104200000,104400000,0.031,,Low_SAF
19695,chr9,105000000,105200000,0.083,,Medium_SAF
19696,chr9,105000000,105200000,0.083,,Medium_SAF
19697,chr9,105000000,105200000,0.083,,Medium_SAF
19701,chr9,106000000,106200000,0.0315,,Low_SAF
19702,chr9,106000000,106200000,0.0315,,Low_SAF
19703,chr9,106000000,106200000,0.0315,,Low_SAF
19707,chr9,106200000,106400000,0.035,,Low_SAF
19708,chr9,106200000,106400000,0.035,,Low_SAF
19709,chr9,106200000,106400000,0.035,,Low_SAF
19713,chr9,106400000,106600000,0.0395,,Low_SAF
19714,chr9,106400000,106600000,0.0395,,Low_SAF
19715,chr9,106400000,106600000,0.0395,,Low_SAF
19719,chr9,106600000,106800000,0.0335,,Low_SAF
19720,chr9,106600000,106800000,0.0335,,Low_SAF
19721,chr9,106600000,106800000,0.0335,,Low_SAF
19725,chr9,107000000,107200000,0.0335,,Low_SAF
19726,chr9,107000000,107200000,0.0335,,Low_SAF
19727,chr9,107000000,107200000,0.0335,,Low_SAF
19731,chr9,107600000,107800000,0.0375,,Low_SAF
19732,chr9,107600000,107800000,0.0375,,Low_SAF
19733,chr9,107600000,107800000,0.0375,,Low_SAF
19737,chr9,107800000,108000000,0.0305,,Low_SAF
19738,chr9,107800000,108000000,0.0305,,Low_SAF
19739,chr9,107800000,108000000,0.0305,,Low_SAF
19743,chr9,108000000,108200000,0.0315,,Low_SAF
19744,chr9,108000000,108200000,0.0315,,Low_SAF
19745,chr9,108000000,108200000,0.0315,,Low_SAF
